# Dataset A, B, C
1.1761,   2.8676,   -1.4170
4.3949,   0.7535,   0.9682
7.1896,   -1.1298,   0.6843
8.6517,   -0.0196,   1.5305
1.0300,   -2.2787,   -0.1859
6.7444,   -1.6240,   3.3544
4.5277,   -6.2083,   -3.8389
1.7752,   1.6122,   1.8011
0.5579,   -4.2672,   2.1206
1.4781,   7.0828,   3.5109
6.9173,   -3.7579,   2.5581
5.0962,   -0.9411,   -1.5531
5.6563,   -0.1102,   5.2871
5.0964,   3.3337,   4.1268
1.7999,   1.1868,   0.5183
2.9678,   3.9610,   2.5912
9.7386,   -4.4036,   0.3607
7.0531,   -1.5922,   -0.9130
5.5557,   0.1385,   5.6090
5.4123,   4.0195,   -1.4096
9.6890,   -3.4291,   -1.0995
1.9384,   2.0566,   4.5983
9.1834,   0.8121,   -0.9901
7.9987,   1.0466,   4.6972
4.0136,   -1.2681,   3.0284
0.3958,   3.9738,   2.7366
1.4163,   0.9803,   -2.0224
5.3381,   -1.5115,   -1.5748
6.4204,   3.0552,   1.7431
8.5359,   4.1820,   -2.3097
5.5096,   3.4516,   -0.0770
3.1222,   -5.1116,   4.1261
3.0355,   -3.9262,   -1.1322
5.1131,   2.9668,   4.8985
4.5585,   -1.6986,   0.6792
2.1922,   -4.3976,   2.6949
0.2763,   2.1662,   4.9273
9.8760,   1.4981,   2.6530
6.8743,   -5.2044,   -0.9343
6.5516,   2.0159,   1.4998
4.1301,   -2.8924,   1.7345
4.9510,   -4.4259,   4.9023
2.9740,   0.5026,   -2.9021
3.8329,   -2.1044,   4.6390
1.9862,   1.6502,   3.8279
3.1223,   2.8499,   5.7815
1.1233,   2.3530,   5.5739
3.5896,   -0.7579,   1.0901
8.4994,   -0.1004,   -3.4341
4.7263,   1.5006,   5.6742
3.8698,   1.9870,   1.7269
2.0600,   1.6539,   2.5891
3.8427,   1.3562,   3.3044
4.3573,   2.5323,   -0.9515
9.7543,   2.9657,   0.7627
2.3809,   5.1998,   0.5232
4.8009,   2.1616,   0.0267
1.0300,   -6.3522,   4.6654
5.8781,   2.9037,   2.0546
3.4484,   1.1406,   2.6131
7.1217,   -3.4664,   -3.1004
3.1194,   -2.7912,   4.5492
5.1789,   2.8324,   2.8423
2.7375,   0.1643,   -3.2803
1.8840,   -1.5022,   -3.5004
8.4593,   -3.0591,   0.0874
5.9335,   0.0546,   -2.4700
3.1724,   2.4658,   -1.5754
6.0452,   0.7029,   -3.3074
9.0750,   -1.5317,   4.3778
9.1755,   -0.6724,   1.6482
7.7013,   -4.1755,   2.2769
7.3236,   1.3366,   -0.4113
6.4319,   0.1432,   0.8459
4.9402,   1.9562,   -0.2927
7.6011,   -3.5333,   2.6324
3.4315,   2.8554,   -0.7068
2.1880,   -4.8437,   -2.7407
7.0601,   3.1463,   5.3486
9.9854,   -1.5375,   0.8944
2.2583,   -1.8805,   0.6315
9.3680,   -1.9668,   -3.7425
3.3232,   1.0494,   -0.0290
3.9249,   -5.8396,   -2.2211
9.7629,   -2.0002,   4.6289
5.5329,   -2.7188,   2.3851
0.2695,   -1.8795,   2.3456
0.9837,   -6.3574,   3.4271
5.1274,   4.7038,   -2.4168
1.8621,   -0.8551,   0.9499
2.8348,   1.9418,   3.0580
7.9786,   -0.6358,   4.5043
0.0043,   -0.9871,   -0.8870
5.1205,   -1.6112,   -2.3169
7.2322,   2.9195,   0.2792
8.1855,   -2.2602,   -1.9296
4.2008,   1.1260,   0.3154
8.7389,   2.0759,   -0.7493
8.8765,   1.0017,   3.3436
7.6677,   4.9192,   4.0411
3.4290,   2.3728,   5.3606
6.3372,   -4.0338,   1.9121
5.8406,   -1.2485,   -2.8996
7.1978,   -0.1165,   -2.7554
6.0772,   -1.5735,   5.0178
1.4332,   1.1746,   -1.0500
7.2459,   0.5632,   4.9086
3.2063,   0.4034,   -2.9399
3.1795,   0.8223,   5.8840
9.6555,   -2.0869,   -0.1120
3.1854,   0.7265,   -1.3017
0.3393,   8.3870,   -3.9370
2.0286,   3.6375,   -0.6304
3.5764,   -1.1830,   0.7379
0.1951,   -4.4900,   5.4065
9.5207,   -2.6346,   3.0058
2.3670,   5.6205,   4.3312
4.9008,   3.5452,   2.0782
7.0253,   -0.1594,   -3.9926
6.1643,   -5.6099,   5.1905
1.5432,   0.4496,   -1.1221
9.0794,   5.0735,   1.2537
6.9767,   1.2446,   -3.4763
0.2293,   -6.3126,   2.2988
0.3503,   -5.3795,   3.6367
5.3128,   3.8552,   5.8158
2.7093,   -0.4922,   2.9467
0.0911,   0.8744,   -2.7343
8.0671,   2.3228,   -1.4077
1.9703,   -0.1076,   1.5868
0.2303,   3.6008,   -2.8191
9.6939,   2.4442,   3.5464
2.3584,   0.7556,   -1.4827
9.9967,   1.9477,   -0.5510
1.0730,   -2.2180,   -3.9553
3.2285,   -0.0754,   3.8413
1.0756,   1.6855,   5.6356
8.7908,   5.3063,   5.3475
6.0086,   0.0079,   3.1135
4.7537,   4.5478,   3.4035
1.1590,   6.0568,   -0.2494
5.5961,   2.8284,   -3.8061
2.1737,   1.4482,   0.5460
9.1982,   4.3275,   -3.4574
2.4493,   1.2856,   2.3509
6.5612,   0.5266,   0.5066
6.1671,   0.2191,   -0.5413
4.7873,   -3.8993,   4.1190
3.6829,   -3.5922,   2.8264
6.6239,   3.0496,   5.0381
3.2898,   4.4948,   4.2253
8.3978,   -2.4498,   5.4219
7.7732,   -1.1312,   2.6329
9.7384,   1.2123,   4.7451
0.7499,   -0.2130,   4.2966
3.1744,   -1.2210,   2.1807
4.5183,   -1.2409,   3.9645
5.5995,   0.9289,   3.2603
1.9380,   -4.0755,   3.2403
7.7003,   -1.3763,   2.3410
9.2639,   -2.5141,   -2.9413
0.7101,   -2.1340,   1.8427
3.6593,   -0.0334,   5.3504
1.4629,   -1.7687,   1.1412
2.6745,   0.3273,   2.4031
9.8533,   -1.6732,   5.9225
5.6864,   3.6681,   3.3346
0.6396,   0.4375,   2.5888
1.8783,   -2.3981,   0.3180
1.5877,   -1.2580,   5.3958
5.8889,   0.0686,   0.8998
0.4373,   -2.4558,   5.9526
8.1516,   5.0737,   0.2954
5.6171,   -2.9036,   -1.8255
3.3819,   -3.8534,   5.8564
1.6922,   -0.2131,   -3.1551
7.4006,   -5.7144,   -0.0407
7.4070,   7.5930,   0.6789
8.9409,   2.6487,   0.1333
2.4529,   -3.2865,   -3.9765
7.8979,   -5.5920,   -0.1555
6.1838,   2.0049,   0.2932
6.5611,   1.1996,   0.0336
3.0200,   4.3239,   1.3210
1.5196,   5.5567,   -0.4056
5.5755,   1.1095,   2.0484
2.8942,   -2.9122,   0.1011
1.6041,   0.9160,   2.2047
0.0806,   -4.2262,   4.1027
5.4355,   -2.2443,   1.3304
8.2438,   -2.0807,   0.4513
1.3810,   -4.2758,   4.7940
3.7224,   0.5429,   -3.7943
2.3861,   1.2849,   5.4209
8.1199,   -4.7829,   3.4138
2.0263,   -3.2119,   2.4444
6.2029,   -0.1939,   3.8210
1.0296,   2.7196,   -1.0004
7.7535,   1.1804,   1.0614
0.4506,   -2.1585,   -3.4021
1.1888,   7.5800,   3.1947
3.5720,   -3.8055,   -1.0706
2.6649,   0.8256,   -2.2722
6.4342,   -1.9965,   -0.8958
4.6170,   3.1515,   3.6039
6.2592,   -2.6563,   -2.1676
0.3618,   0.2226,   5.2449
5.6418,   -1.4681,   2.0966
0.6518,   4.1872,   -1.0747
9.0880,   3.9405,   0.1349
2.1310,   -7.3674,   4.1328
5.9670,   -8.8693,   -2.1019
3.0719,   -0.6083,   -0.9192
9.9505,   2.0858,   -0.6508
6.7958,   -1.0161,   1.0627
9.2071,   2.8298,   0.9122
1.8361,   1.1695,   3.2171
5.5244,   -0.4598,   2.9442
0.3883,   3.2526,   4.3043
4.8772,   -5.6400,   5.8822
8.5046,   3.9076,   -1.2401
2.0041,   1.8036,   0.4198
0.6102,   2.1535,   2.4509
2.3992,   0.3149,   4.8245
9.6816,   1.9936,   5.8340
5.8426,   -2.8194,   1.3452
0.5476,   -1.8899,   -0.0514
2.2286,   -0.7175,   2.6045
2.3310,   -1.3627,   -3.6393
5.4754,   2.6993,   0.4942
2.9701,   2.5764,   3.9379
8.3737,   -2.9703,   5.1649
4.9329,   2.8438,   2.1532
5.0673,   4.9200,   0.2360
7.4763,   7.2682,   2.9375
8.8728,   0.6224,   1.0439
7.9412,   0.4767,   3.5648
3.7357,   1.7922,   -1.7712
5.6675,   1.9454,   4.2614
0.0884,   -3.2110,   -0.6287
9.3044,   2.1563,   -1.0285
6.8291,   -4.3199,   3.1320
8.6607,   1.7714,   1.2474
1.3159,   6.2841,   4.8452
4.5086,   -1.7674,   -2.4918
8.9031,   -1.0386,   -1.0627
9.6378,   -4.6062,   3.4101
5.3723,   -4.4216,   -0.2905
2.8210,   2.0834,   3.1839
3.3394,   0.2731,   -0.9624
0.5899,   3.2247,   -1.0477
5.8520,   2.3978,   1.6958
6.1720,   7.3924,   0.0710
9.1959,   -3.2940,   3.6741
6.2223,   5.2745,   3.0128
9.9076,   1.5352,   -3.2414
8.7999,   2.4480,   1.3518
7.8306,   -2.3533,   -0.2393
4.1615,   -4.0634,   2.2940
3.2900,   -3.4245,   4.3826
6.5922,   -1.0135,   -3.5974
1.1457,   -2.5649,   -2.3569
6.2929,   5.9803,   4.2330
7.8636,   1.6685,   -2.2983
6.2856,   -0.3261,   4.8606
5.4886,   0.1560,   -2.6506
4.2654,   4.6169,   4.4873
1.3407,   4.4606,   -3.6872
1.6762,   -0.8616,   -2.6093
7.5563,   -0.4992,   5.8337
0.5368,   2.0509,   5.1447
3.5151,   3.3389,   -1.6405
2.5208,   -2.0542,   -1.6069
6.9002,   -0.3646,   5.1801
3.1702,   -1.3992,   5.6684
7.2604,   0.8618,   3.8929
2.1471,   -0.5426,   2.7957
4.6275,   1.0274,   4.7158
8.8078,   -2.3320,   -2.6638
8.1877,   2.1994,   -3.1470
2.0114,   0.6146,   4.0374
9.0008,   -2.4551,   0.7928
3.7644,   2.6603,   -2.7106
9.8559,   -1.1573,   -2.8819
0.9590,   0.3696,   0.4157
3.8294,   2.5769,   2.2075
5.4182,   7.2449,   2.8723
5.7260,   -1.9532,   5.3698
7.6723,   7.2452,   2.2605
6.9686,   2.0226,   -0.2409
7.2267,   -4.2686,   4.3464
7.3376,   2.1595,   -0.0919
2.0289,   -3.3174,   3.2868
2.0159,   -2.6754,   0.9447
0.8739,   0.3166,   -2.0557
2.6812,   0.4507,   -1.0027
0.0964,   3.0435,   3.6446
1.1186,   0.3558,   1.2806
0.1713,   -0.6511,   -2.2355
3.2293,   -0.7358,   -1.1007
8.1306,   7.0930,   -2.5592
9.1796,   -2.7696,   -2.5106
5.7182,   -2.5717,   4.6789
3.2942,   4.9911,   3.6677
8.9062,   -3.0358,   4.1008
2.3390,   1.6810,   -2.1627
2.6260,   3.7550,   -2.2695
3.9761,   0.4997,   5.8376
5.2943,   -2.0971,   3.1386
3.2949,   0.1613,   3.4983
3.7802,   1.4279,   -1.1964
0.2463,   1.0555,   4.7549
4.2551,   2.0380,   3.7524
0.0357,   -4.6555,   -3.9608
8.3973,   1.7712,   1.4652
6.4267,   5.1040,   -2.0573
7.7783,   -1.1735,   5.5780
9.2222,   5.4725,   2.0935
3.7327,   0.2008,   0.6119
5.6775,   2.6729,   -0.4434
2.6901,   -0.9248,   -2.7315
1.8354,   5.4059,   0.8886
9.3765,   0.3696,   2.9891
4.0158,   -2.3467,   -1.4727
6.2695,   1.3218,   -3.8101
8.5107,   0.4402,   4.0842
7.9914,   0.8390,   -2.2763
9.6365,   0.8410,   4.0095
6.5093,   -1.6714,   0.0911
9.5454,   -4.5385,   1.0013
3.3341,   0.9046,   -0.3861
5.7101,   3.9266,   3.1058
5.4713,   -0.1663,   0.2521
0.4967,   4.2156,   4.7811
2.7772,   -2.4685,   5.8730
7.0294,   -1.3883,   -3.6045
6.5951,   3.3833,   2.3294
9.2270,   -5.0911,   4.0312
3.8685,   -3.6418,   4.7591
6.6260,   0.3672,   1.1768
7.8272,   -3.0448,   -2.5668
6.1387,   -0.7532,   5.7040
8.3745,   -2.2490,   -1.7821
2.9179,   -5.5519,   4.2944
2.1860,   -1.9665,   -2.9884
9.7917,   4.1281,   -1.4230
3.3656,   -0.7449,   2.9163
8.0851,   2.3601,   1.3504
9.4294,   -3.7807,   -3.3700
3.0173,   -3.6345,   -2.4026
3.0259,   -2.2183,   5.8245
0.5070,   2.7202,   5.8961
4.7770,   4.7687,   -1.7361
4.6702,   -0.8354,   0.2017
4.5651,   -3.0665,   -0.9217
1.9064,   3.0466,   -0.9026
0.9225,   2.9655,   2.3237
4.7348,   1.2446,   -2.5306
5.8575,   -2.3007,   2.5240
8.5434,   -4.8122,   5.8825
8.5284,   0.2869,   -1.4748
4.0784,   -1.6619,   -1.5365
0.4954,   0.4708,   -2.7549
7.0913,   2.3289,   4.5693
7.5003,   -1.4861,   2.2959
9.5192,   2.0323,   1.3001
1.2178,   3.2392,   2.3630
3.3716,   2.0621,   -2.0547
2.7404,   -0.3715,   4.5337
5.1427,   -4.1932,   5.3258
8.8752,   1.1346,   -3.5466
1.4419,   3.1302,   2.7293
3.2868,   -0.5274,   -3.2164
5.5214,   2.7616,   -3.6516
9.3088,   -2.0341,   -3.3047
9.0545,   2.3150,   4.3070
8.7243,   0.6981,   1.6214
3.1516,   -1.3093,   0.2143
9.1201,   2.4823,   -0.6002
1.9237,   -2.0193,   2.4703
2.0639,   -0.6389,   0.6512
5.2693,   1.2751,   -3.2768
3.7263,   0.9676,   -3.4441
3.7078,   4.4838,   -1.2060
3.3935,   3.3366,   4.3589
2.4225,   -3.2170,   -3.5636
1.6905,   0.1248,   5.3959
0.7987,   2.1760,   -3.8792
8.1567,   -6.6988,   -0.8877
5.1675,   4.3586,   2.0465
3.8636,   -1.0503,   -1.4927
0.2952,   1.0518,   2.4943
3.4702,   -0.2896,   3.2267
1.1404,   -2.9908,   1.6969
8.3448,   -1.2381,   -0.9206
8.2094,   -0.4114,   4.7403
8.5285,   -1.9683,   3.5023
9.3787,   -2.5382,   -2.1286
1.6449,   0.1211,   3.9905
6.3656,   5.3001,   -1.8125
0.1871,   1.6762,   -0.4426
8.3147,   1.1509,   5.6616
6.0333,   2.3460,   -3.9093
6.1370,   0.9202,   5.9283
6.5152,   4.2077,   -0.6720
0.4215,   0.0356,   -2.0608
2.2792,   -3.8346,   1.8178
6.9641,   -0.3139,   3.5809
5.4933,   1.6306,   1.7811
6.7968,   2.4599,   3.4824
3.8446,   1.4129,   -2.0800
1.3353,   -0.3944,   5.4238
4.6510,   0.2577,   -2.3101
6.8869,   -0.3079,   -1.7899
7.8699,   5.2711,   -1.9746
2.3342,   1.0535,   -1.1906
2.8891,   2.6059,   0.6851
2.7117,   -3.3861,   -2.2297
8.7014,   1.0346,   -1.4314
1.6901,   -4.0484,   -2.9420
6.3205,   -6.3485,   3.1477
4.0443,   -6.8930,   -2.0717
4.1718,   -0.9329,   -1.8964
6.5493,   2.9780,   4.9797
7.9038,   3.8054,   -0.6758
4.5466,   3.3011,   5.0355
1.0367,   -0.0658,   -3.2464
0.6805,   -1.4577,   5.6213
7.7708,   3.0481,   3.5443
7.4519,   -2.1479,   1.5820
0.8448,   2.2419,   0.7246
0.1385,   4.5768,   -1.6571
5.0567,   4.5067,   -1.8643
7.7502,   1.4027,   2.4861
4.6874,   3.6043,   1.7438
8.3913,   0.1435,   1.2846
6.8132,   -2.9818,   -0.6500
5.2707,   2.6149,   -2.8919
9.4458,   -1.7445,   -1.2959
7.8347,   -0.2330,   2.3269
6.7813,   0.3999,   -0.4269
5.1688,   1.1785,   -1.1683
4.0203,   5.3868,   5.5332
3.9116,   -1.2518,   2.5893
5.9867,   1.9644,   -1.4961
1.2385,   -1.1036,   -0.1515
9.0905,   -0.6448,   -2.1185
8.8137,   -1.5214,   3.2841
5.5238,   -4.7298,   3.1448
0.0117,   -1.5861,   4.5804
1.5733,   0.5960,   5.9377
4.6265,   1.2825,   1.7708
1.4257,   -0.9639,   1.1117
6.7913,   -4.0939,   4.6753
3.4007,   2.1329,   3.2213
1.9525,   -1.3482,   0.4595
4.4810,   0.2023,   1.7422
3.7929,   2.2727,   2.3081
8.3005,   -4.1344,   2.6036
2.3299,   0.7768,   5.1132
8.2789,   2.3896,   2.3830
1.6239,   2.2424,   2.7885
9.2998,   1.5733,   -0.0093
9.3960,   -4.2027,   5.1513
8.2014,   -0.7799,   -3.3644
2.5977,   -0.1705,   2.9388
9.1509,   -4.1952,   1.0664
4.1240,   1.1197,   4.0713
2.4123,   -0.1426,   0.9650
6.7661,   2.4448,   5.0560
3.6535,   0.4294,   -0.8188
9.2942,   0.4730,   2.8972
3.3328,   2.7139,   1.2000
7.7788,   1.5854,   -0.6377
7.5980,   -1.3445,   3.5064
1.2091,   -2.0330,   4.3473
1.6809,   2.0929,   5.4899
2.2466,   0.6650,   -2.3610
6.9971,   -4.3503,   5.8519
6.6356,   3.3363,   -2.2874
0.0538,   -2.6645,   3.5617
7.1452,   1.8493,   -3.5570
4.0584,   -0.5747,   5.5049
4.2511,   -1.0242,   4.0989
7.0535,   -5.4002,   3.8456
8.0629,   3.9201,   2.9845
5.0041,   -2.3201,   3.4510
2.4571,   1.0179,   0.0071
9.6306,   -4.6197,   4.6641
7.2998,   -1.5332,   4.2481
3.5561,   0.9546,   0.5544
8.4601,   -7.1818,   -0.6431
9.5161,   5.5933,   0.1162
3.5421,   -4.4286,   -0.0487
1.3219,   -0.5400,   4.2646
0.8382,   4.8359,   0.1411
9.4796,   2.1585,   -0.9541
8.5813,   -3.7873,   0.5952
4.8434,   4.4867,   0.7272
7.5927,   3.3866,   -0.2380
2.4156,   -1.7350,   3.8150
5.8210,   -2.3635,   2.4918
6.0548,   6.6155,   5.7523
0.9239,   1.2160,   0.5403
4.4374,   0.0165,   5.4559
8.4859,   2.7295,   -0.3941
7.1421,   3.3431,   2.4392
0.7688,   -3.5075,   4.2768
8.9574,   -1.4735,   0.5135
7.9016,   3.1768,   4.8150
1.2798,   2.4012,   -1.9627
5.9457,   5.2134,   4.8171
5.8022,   0.7788,   -2.1005
2.9741,   -0.4935,   4.6407
8.6613,   2.2996,   3.3301
7.4327,   2.3519,   4.4064
2.3993,   4.0198,   5.1991
0.8169,   2.1291,   -1.2392
9.8000,   -0.6678,   -1.6257
3.7335,   -1.1794,   3.3472
5.3776,   -1.6564,   -1.7608
8.3862,   -2.2503,   -0.4332
5.7138,   0.5332,   4.2938
2.2115,   -1.7785,   4.4618
0.9271,   1.6398,   -3.2864
6.6948,   -0.4342,   -2.6325
4.1194,   -4.4224,   2.8470
5.0483,   1.7461,   4.9905
9.0759,   -2.5182,   -1.9806
8.0034,   -0.5164,   -3.2684
6.7625,   -1.6656,   5.8537
9.7611,   -1.8488,   5.3943
6.0142,   6.2855,   2.1145
7.9699,   0.7175,   -3.0460
9.1573,   -1.3406,   4.0219
7.8065,   1.3613,   1.7359
7.1720,   1.3446,   0.7813
6.9752,   -1.9683,   -2.1137
3.9222,   0.4807,   1.9666
7.3467,   3.4144,   2.5360
8.4338,   0.1960,   5.7894
8.9930,   -5.4733,   1.1399
1.2105,   1.6349,   4.5588
3.2202,   -1.3362,   3.2522
5.4943,   1.9865,   5.2971
9.7485,   0.9386,   -2.4451
2.9268,   -3.1682,   2.7800
1.3535,   0.6629,   4.6426
9.6587,   -1.1441,   0.0304
4.5501,   0.9916,   1.8026
1.5421,   1.9447,   3.1151
7.2536,   5.0551,   0.2625
8.3255,   2.9683,   -1.8138
6.2973,   -4.6050,   -1.2601
0.2739,   -1.0819,   -0.7597
5.6681,   -3.7794,   2.5651
8.4468,   3.8471,   1.5313
0.8703,   0.7833,   -1.5310
6.8244,   -0.0574,   -3.9307
8.1923,   -1.1229,   3.9640
8.1212,   -1.2242,   -1.1995
8.7750,   0.4239,   -2.0931
1.4298,   4.1956,   -1.8851
1.5335,   -1.9142,   3.4403
7.9367,   -6.3169,   -0.6898
0.8805,   8.0671,   -1.3816
2.3158,   2.6700,   3.5225
1.5532,   2.5332,   -1.6688
6.4873,   0.4842,   -1.1384
5.9091,   2.0616,   3.2674
5.4890,   -5.0105,   1.9660
4.0076,   0.0490,   -1.2704
9.6493,   0.3185,   -0.8962
5.8648,   -2.0237,   1.7223
5.5790,   -3.0406,   2.3497
2.1699,   2.1366,   3.5566
7.7385,   0.6896,   -1.5125
0.1932,   -7.2059,   3.8239
7.5717,   -4.8401,   1.5089
7.4456,   2.2863,   2.2525
7.6377,   -0.6448,   -0.8368
9.6071,   0.6822,   5.6733
3.2187,   1.8466,   0.2910
5.4203,   5.6132,   0.4760
6.6957,   -1.9934,   1.9701
9.5356,   5.2689,   2.2146
0.9126,   5.0981,   0.8079
8.3965,   1.6123,   -2.9050
4.7195,   0.6969,   4.3250
8.6318,   0.2378,   0.5435
7.3942,   -1.7957,   -1.8944
9.4961,   -2.0677,   5.4538
1.3500,   -3.6345,   -0.2290
4.0140,   -0.3962,   5.1262
6.6140,   4.4538,   2.0935
6.3639,   0.3878,   -1.6374
1.6196,   2.0236,   -3.5731
0.3152,   -3.2374,   4.5004
3.3145,   3.0037,   -3.0474
6.4430,   1.3525,   2.1231
8.8927,   0.5423,   -3.8093
2.4992,   1.4322,   -2.8461
4.5117,   0.8646,   4.7147
9.9225,   2.0397,   -2.1040
7.1542,   -2.9405,   -1.1422
7.7002,   -0.0800,   0.5972
3.5665,   2.2975,   2.8337
1.5500,   4.0789,   -2.2661
0.6771,   -1.9449,   -1.2460
1.5678,   1.0799,   2.9510
2.5082,   1.6400,   4.2776
8.0141,   3.7275,   -0.5737
6.5459,   1.7288,   2.1729
0.9421,   1.0386,   -2.1367
5.4493,   -3.0563,   2.7791
5.6166,   -1.6802,   3.1516
1.5096,   4.9645,   -3.1150
6.3162,   -0.7094,   -2.5027
6.2762,   1.4811,   2.4941
3.7293,   3.7354,   -0.5851
5.2306,   0.7604,   0.5444
9.2831,   -5.9056,   -0.4495
8.0216,   3.7545,   -3.5639
4.5318,   -1.2532,   1.0463
8.7712,   -1.4510,   -3.2132
3.8909,   0.3708,   3.7848
7.0537,   -1.0328,   0.6223
7.3818,   -1.0525,   3.1033
7.0120,   -5.3466,   0.3439
0.6018,   -3.6126,   -2.6526
6.7926,   2.0784,   0.0136
5.3200,   -4.0465,   1.8923
3.6407,   -1.1751,   -1.4058
0.6216,   -0.4218,   0.3875
0.4240,   -5.5191,   2.6211
3.2499,   -4.2184,   4.4907
4.0950,   4.8139,   1.6443
4.9967,   -1.9276,   -2.7826
0.6305,   4.2536,   -1.4356
8.1316,   0.7235,   4.6210
5.8834,   -3.3900,   2.5653
8.5005,   -3.2852,   3.9286
1.4192,   -2.2038,   -0.6105
2.7178,   1.5764,   -0.8618
7.7381,   -2.2611,   4.5282
6.0922,   -1.5754,   -0.7263
7.2370,   1.3782,   1.2982
1.0228,   -2.5927,   -1.7452
7.5358,   -1.1752,   2.3290
8.1353,   1.8725,   -0.2904
5.3029,   2.5962,   0.5192
7.5129,   -1.2858,   -0.6085
2.9584,   0.7361,   4.5517
6.7696,   -5.3250,   -0.9714
9.3531,   -1.6294,   -2.4414
1.3550,   -5.3457,   -2.4702
6.5843,   -2.2880,   0.5520
5.6441,   4.3840,   1.2488
4.4812,   6.0340,   0.3220
9.9189,   0.5172,   2.6176
4.9516,   0.1266,   -0.2320
9.8918,   0.3300,   3.7149
3.2735,   1.3453,   4.7256
8.4764,   1.2988,   -1.3823
2.6165,   2.8514,   -0.6625
9.0695,   1.0578,   -0.1183
2.5634,   2.2231,   5.0981
1.8077,   4.5735,   -2.4462
1.1692,   -5.0233,   2.2225
8.0704,   0.2983,   3.3447
2.8447,   5.7645,   -2.2847
5.2033,   -3.6227,   -1.7338
3.0102,   0.1462,   2.3607
8.7840,   0.4098,   3.9483
0.7505,   4.5650,   5.5927
0.8499,   -1.7802,   -0.8618
3.4530,   -0.1977,   3.3946
1.8899,   1.2415,   3.0823
6.4457,   0.0781,   -3.7410
5.9996,   4.7915,   5.1396
1.7718,   3.1649,   -3.4739
4.7600,   2.8265,   -0.4668
8.5226,   -2.7547,   2.1541
3.4711,   0.2232,   -1.3596
8.6182,   -0.2731,   3.7766
5.9927,   -0.1794,   5.2870
4.7086,   -4.9877,   5.0567
0.8265,   1.5778,   5.3860
9.2612,   -0.9075,   3.9971
5.7489,   1.8582,   -3.9827
9.9305,   0.7000,   -2.2436
9.6041,   -0.0516,   -3.9064
7.0976,   0.0178,   -1.7704
6.2052,   -0.2687,   5.4019
3.6814,   1.1070,   -1.9399
5.7478,   3.9845,   -1.9296
8.7376,   0.9756,   1.7871
7.2654,   -0.4114,   2.0813
1.7351,   -1.6200,   0.5662
8.4916,   2.2850,   1.1611
0.8574,   1.7671,   0.3494
5.3722,   -3.8586,   3.9691
2.0068,   -3.9980,   3.9336
1.3139,   0.8472,   -0.8915
3.6814,   -3.4878,   0.3690
0.4286,   -6.4345,   1.4102
7.0015,   -1.1032,   0.9469
1.7303,   -4.7646,   1.5527
7.6858,   1.2762,   2.6122
5.6838,   -0.9507,   4.3813
0.3646,   -1.4636,   3.9310
6.7969,   5.2118,   -1.8391
1.3982,   -0.2039,   1.9108
2.3356,   -0.7036,   -3.8256
2.3736,   -0.2386,   -2.2945
9.7242,   -5.7251,   3.7867
1.3029,   1.1245,   0.4132
2.8304,   3.4894,   4.9760
3.0455,   2.0444,   -2.0784
2.6475,   1.9229,   -1.8515
7.6306,   -2.9912,   3.9924
7.7509,   -1.8977,   3.6483
5.2243,   3.1336,   -1.3705
4.4157,   0.9524,   -1.9842
0.8762,   -1.5046,   5.4597
3.7860,   -1.5921,   -1.4225
7.3726,   0.3945,   -2.9751
1.2087,   1.5558,   2.7775
5.2821,   -0.9181,   2.2116
7.4294,   1.2135,   3.2347
0.8940,   2.4226,   2.6847
1.1244,   2.8873,   -0.4370
4.1031,   -3.8727,   2.9057
6.4627,   -2.9743,   5.1081
9.0294,   -2.8276,   3.4004
6.1729,   -3.7666,   0.3864
4.0939,   -3.3034,   -3.0734
4.8778,   3.3749,   2.5369
8.1387,   0.8136,   -1.5882
2.0880,   -5.6345,   -3.6310
0.4182,   -1.1753,   0.8325
2.6010,   -1.3688,   -0.9916
1.8075,   4.7493,   -2.6376
2.9623,   -3.9572,   3.7807
6.3329,   -1.2067,   -2.8934
3.1406,   -4.4470,   3.8111
7.6090,   -1.6733,   4.7411
2.8003,   -3.2994,   1.5306
7.3282,   -6.0080,   -3.2315
1.2660,   -3.1991,   -2.8642
5.6179,   1.1449,   5.8390
7.1433,   2.5335,   4.2135
2.2596,   3.1025,   4.6892
9.3357,   -6.9892,   -2.5555
8.4401,   -3.7392,   2.6240
4.1409,   5.1993,   -3.5105
0.2306,   -0.9347,   4.2403
2.2739,   0.1844,   -1.2728
7.8134,   2.2677,   2.0901
5.6851,   3.0940,   5.1300
7.2402,   6.0734,   0.5967
0.2565,   -2.0092,   -0.6903
5.3030,   0.7937,   0.9116
9.5894,   -2.1851,   -0.6112
0.3283,   2.3495,   -1.9490
1.2074,   1.3041,   1.8196
8.0867,   5.8518,   -1.9055
7.9115,   -5.0620,   -1.5321
5.7820,   2.7411,   3.5199
2.1953,   3.9416,   1.5305
6.2792,   -2.8462,   -2.9479
5.8337,   2.7600,   0.7703
7.9150,   -3.4811,   -1.8376
2.6611,   0.2404,   0.5322
3.6470,   -2.0516,   0.8281
4.6161,   1.7809,   0.0826
2.2242,   -3.1507,   -1.5347
5.7888,   -3.8440,   2.6842
1.1035,   -1.3502,   -2.3125
